seq_len,time_since_start,seq_idx,time_since_last_event,type_event,dim_process
38,"[0.         0.22666667 0.36277778 0.61555556 1.00027778 1.27166667
 1.45666667 1.68305556 1.97972222 2.08       2.17472222 2.23222222
 2.35555556 2.48888889 2.58388889 2.71666667 2.89666667 2.99611111
 4.15833333 4.26083333 4.43666667 4.85111111 5.06861111 5.29916667
 5.33833333 5.41555556 5.56416667 5.66777778 5.82138889 5.96444444
 6.30805556 6.59555556 6.68944444 7.30472222 8.30055556 8.49
 8.5375     8.65833333]",983,"[0.         0.22666667 0.13611111 0.25277778 0.38472222 0.27138889
 0.185      0.22638889 0.29666667 0.10027778 0.09472222 0.0575
 0.12333333 0.13333333 0.095      0.13277778 0.18       0.09944444
 1.16222222 0.1025     0.17583333 0.41444444 0.2175     0.23055556
 0.03916667 0.07722222 0.14861111 0.10361111 0.15361111 0.14305556
 0.34361111 0.2875     0.09388889 0.61527778 0.99583333 0.18944444
 0.0475     0.12083333]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 8 3 8
 3]",10
36,"[0.         0.28694444 0.36111111 0.47027778 0.62972222 1.02833333
 1.95111111 2.27416667 2.50222222 2.6        2.67388889 2.85916667
 2.91277778 3.00305556 3.0775     3.21722222 3.28       3.40305556
 4.11833333 4.30055556 4.34638889 4.59888889 4.63305556 4.72472222
 5.04805556 5.12583333 5.30027778 5.38222222 5.4475     5.56333333
 5.58111111 5.61555556 5.85111111 5.9625     6.07555556 6.26111111]",984,"[0.         0.28694444 0.07416667 0.10916667 0.15944444 0.39861111
 0.92277778 0.32305556 0.22805556 0.09777778 0.07388889 0.18527778
 0.05361111 0.09027778 0.07444444 0.13972222 0.06277778 0.12305556
 0.71527778 0.18222222 0.04583333 0.2525     0.03416667 0.09166667
 0.32333333 0.07777778 0.17444444 0.08194444 0.06527778 0.11583333
 0.01777778 0.03444444 0.23555556 0.11138889 0.11305556 0.18555556]",[5 3 8 3 8 0 5 3 8 3 8 3 8 3 8 3 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
36,"[0.         0.20083333 0.31888889 0.32166667 0.32861111 0.8625
 1.88888889 2.30166667 2.78583333 3.41916667 3.47194444 3.58527778
 3.62138889 3.70166667 3.70888889 3.93111111 3.98638889 4.25972222
 4.41416667 4.47111111 4.48361111 4.83222222 4.96638889 5.17694444
 5.27472222 5.63194444 5.64555556 5.93555556 6.11472222 6.47027778
 6.59666667 6.69555556 7.59861111 8.11527778 8.93166667 9.02444444]",985,"[0.         0.20083333 0.11805556 0.00277778 0.00694444 0.53388889
 1.02638889 0.41277778 0.48416667 0.63333333 0.05277778 0.11333333
 0.03611111 0.08027778 0.00722222 0.22222222 0.05527778 0.27333333
 0.15444444 0.05694444 0.0125     0.34861111 0.13416667 0.21055556
 0.09777778 0.35722222 0.01361111 0.29       0.17916667 0.35555556
 0.12638889 0.09888889 0.90305556 0.51666667 0.81638889 0.09277778]",[8 3 8 3 8 2 8 0 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 8 3],10
36,"[0.         0.37333333 0.3975     0.44083333 0.795      1.03361111
 1.31611111 1.53055556 1.55416667 1.66444444 1.70722222 2.215
 3.16138889 3.44083333 3.505      3.75138889 3.87083333 4.08861111
 4.13194444 4.19638889 4.22138889 4.51666667 4.57333333 4.63888889
 4.65222222 4.77388889 5.2075     5.54944444 5.69055556 6.01833333
 6.05916667 6.25583333 6.2725     6.44333333 8.13333333 8.41305556]",986,"[0.         0.37333333 0.02416667 0.04333333 0.35416667 0.23861111
 0.2825     0.21444444 0.02361111 0.11027778 0.04277778 0.50777778
 0.94638889 0.27944444 0.06416667 0.24638889 0.11944444 0.21777778
 0.04333333 0.06444444 0.025      0.29527778 0.05666667 0.06555556
 0.01333333 0.12166667 0.43361111 0.34194444 0.14111111 0.32777778
 0.04083333 0.19666667 0.01666667 0.17083333 1.69       0.27972222]",[5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0],10
38,"[0.         0.87694444 1.78638889 1.95527778 2.07472222 2.49
 2.57055556 2.72888889 2.94166667 3.28805556 3.37083333 3.52333333
 4.25305556 4.47111111 4.87194444 5.07       5.16472222 5.35583333
 5.41333333 5.50222222 5.53888889 5.74277778 5.76416667 6.04444444
 6.06166667 6.27916667 6.28611111 6.68111111 6.78       6.97666667
 7.00027778 7.12111111 7.13833333 7.38055556 7.39888889 7.66944444
 7.71111111 7.97222222]",987,"[0.         0.87694444 0.90944444 0.16888889 0.11944444 0.41527778
 0.08055556 0.15833333 0.21277778 0.34638889 0.08277778 0.1525
 0.72972222 0.21805556 0.40083333 0.19805556 0.09472222 0.19111111
 0.0575     0.08888889 0.03666667 0.20388889 0.02138889 0.28027778
 0.01722222 0.2175     0.00694444 0.395      0.09888889 0.19666667
 0.02361111 0.12083333 0.01722222 0.24222222 0.01833333 0.27055556
 0.04166667 0.26111111]","[8 2 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
38,"[0.         0.12138889 0.24777778 0.7725     1.52416667 1.6625
 1.70083333 1.74       1.81972222 2.00611111 2.365      2.69777778
 2.71166667 2.84805556 2.86388889 2.91555556 3.15083333 3.21888889
 3.23333333 3.35111111 3.45694444 3.72166667 3.78444444 4.22361111
 4.51222222 4.70583333 4.72       4.85583333 4.90944444 5.15027778
 5.18416667 5.46083333 5.69138889 6.18138889 6.38055556 6.41777778
 6.67194444 6.98527778]",988,"[0.         0.12138889 0.12638889 0.52472222 0.75166667 0.13833333
 0.03833333 0.03916667 0.07972222 0.18638889 0.35888889 0.33277778
 0.01388889 0.13638889 0.01583333 0.05166667 0.23527778 0.06805556
 0.01444444 0.11777778 0.10583333 0.26472222 0.06277778 0.43916667
 0.28861111 0.19361111 0.01416667 0.13583333 0.05361111 0.24083333
 0.03388889 0.27666667 0.23055556 0.49       0.19916667 0.03722222
 0.25416667 0.31333333]","[8 3 8 0 8 3 8 3 8 3 8 1 6 3 8 3 8 3 8 3 8 3 8 1 8 3 8 3 8 3 8 1 8 0 8 3 8
 1]",10
38,"[ 0.          0.05277778  0.16305556  0.43194444  0.70472222  0.79222222
  0.9175      1.01888889  1.31527778  1.36805556  1.46888889  1.63888889
  1.65666667  1.75333333  2.33361111  2.46388889  2.70611111  3.06916667
  3.48972222  3.9425      4.51222222  4.74305556  6.00027778  6.06777778
  7.61416667  7.95361111  8.995       9.09944444  9.45555556  9.49833333
  9.65777778  9.71333333  9.85638889  9.95166667 10.00611111 10.18111111
 10.41722222 10.50472222]",989,"[0.         0.05277778 0.11027778 0.26888889 0.27277778 0.0875
 0.12527778 0.10138889 0.29638889 0.05277778 0.10083333 0.17
 0.01777778 0.09666667 0.58027778 0.13027778 0.24222222 0.36305556
 0.42055556 0.45277778 0.56972222 0.23083333 1.25722222 0.0675
 1.54638889 0.33944444 1.04138889 0.10444444 0.35611111 0.04277778
 0.15944444 0.05555556 0.14305556 0.09527778 0.05444444 0.175
 0.23611111 0.0875    ]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
36,"[0.         0.23916667 0.36916667 0.61527778 0.70027778 0.84583333
 1.25       1.32083333 1.64472222 1.81361111 1.84166667 2.04916667
 2.10027778 2.30611111 2.43       2.46611111 2.58666667 2.69527778
 2.73472222 2.93638889 3.05944444 3.18777778 3.44861111 3.77388889
 3.94638889 4.08222222 4.815      5.03638889 5.10722222 5.26805556
 5.29305556 5.39027778 5.53388889 5.81361111 5.94694444 6.70444444]",990,"[0.         0.23916667 0.13       0.24611111 0.085      0.14555556
 0.40416667 0.07083333 0.32388889 0.16888889 0.02805556 0.2075
 0.05111111 0.20583333 0.12388889 0.03611111 0.12055556 0.10861111
 0.03944444 0.20166667 0.12305556 0.12833333 0.26083333 0.32527778
 0.1725     0.13583333 0.73277778 0.22138889 0.07083333 0.16083333
 0.025      0.09722222 0.14361111 0.27972222 0.13333333 0.7575    ]",[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0],10
36,"[0.         0.93944444 1.04388889 1.85055556 2.19472222 2.76472222
 3.275      3.485      3.61833333 3.66583333 3.89111111 4.02472222
 4.06666667 4.105      4.12972222 4.34861111 4.395      4.46333333
 4.71555556 4.78555556 4.80472222 5.13333333 5.305      5.47916667
 5.66027778 5.78611111 5.87722222 6.1175     6.20944444 6.25805556
 6.43083333 6.70055556 7.00222222 7.17944444 7.22527778 7.38916667]",991,"[0.         0.93944444 0.10444444 0.80666667 0.34416667 0.57
 0.51027778 0.21       0.13333333 0.0475     0.22527778 0.13361111
 0.04194444 0.03833333 0.02472222 0.21888889 0.04638889 0.06833333
 0.25222222 0.07       0.01916667 0.32861111 0.17166667 0.17416667
 0.18111111 0.12583333 0.09111111 0.24027778 0.09194444 0.04861111
 0.17277778 0.26972222 0.30166667 0.17722222 0.04583333 0.16388889]",[5 3 8 0 5 1 5 4 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 8 3 8 3],10
36,"[0.         0.52944444 1.45666667 1.99       2.75444444 3.48694444
 3.52111111 3.68916667 3.72722222 3.87027778 4.0725     4.34194444
 4.36888889 4.62083333 5.16833333 5.2575     5.33638889 5.455
 5.56972222 5.65972222 5.79777778 5.98416667 6.01388889 6.17222222
 6.27166667 6.51027778 6.56027778 6.64888889 7.88416667 8.08805556
 8.24861111 8.40861111 8.42861111 8.71277778 8.82166667 9.01138889]",992,"[0.         0.52944444 0.92722222 0.53333333 0.76444444 0.7325
 0.03416667 0.16805556 0.03805556 0.14305556 0.20222222 0.26944444
 0.02694444 0.25194444 0.5475     0.08916667 0.07888889 0.11861111
 0.11472222 0.09       0.13805556 0.18638889 0.02972222 0.15833333
 0.09944444 0.23861111 0.05       0.08861111 1.23527778 0.20388889
 0.16055556 0.16       0.02       0.28416667 0.10888889 0.18972222]",[5 1 5 0 5 3 8 3 8 3 8 3 8 1 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 6 1],10
38,"[0.         0.25305556 1.35722222 1.54027778 2.58111111 2.73694444
 2.83194444 3.13638889 3.23416667 3.56083333 3.89666667 4.10777778
 4.11972222 4.23361111 4.295      4.53055556 4.82444444 4.87638889
 5.67277778 6.01       6.32666667 6.79416667 6.99055556 7.09805556
 7.28222222 7.34555556 7.45444444 7.61       7.965      8.04083333
 8.28666667 8.425      8.44638889 8.50888889 8.52194444 8.61888889
 8.63444444 8.79916667]",993,"[0.         0.25305556 1.10416667 0.18305556 1.04083333 0.15583333
 0.095      0.30444444 0.09777778 0.32666667 0.33583333 0.21111111
 0.01194444 0.11388889 0.06138889 0.23555556 0.29388889 0.05194444
 0.79638889 0.33722222 0.31666667 0.4675     0.19638889 0.1075
 0.18416667 0.06333333 0.10888889 0.15555556 0.355      0.07583333
 0.24583333 0.13833333 0.02138889 0.0625     0.01305556 0.09694444
 0.01555556 0.16472222]","[5 0 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
36,"[ 0.          0.19666667  0.58222222  1.57138889  2.33083333  3.32361111
  3.64611111  3.9725      4.51722222  4.66722222  4.81638889  5.0975
  5.46111111  5.92722222  6.73638889  7.2025      7.255       7.30166667
  7.40472222  7.5375      8.88722222  9.81194444 11.02416667 11.48166667
 11.53972222 11.75944444 11.90055556 12.14472222 12.21138889 12.37083333
 12.54194444 12.80222222 12.84611111 13.05638889 13.1725     13.20722222]",994,"[0.         0.19666667 0.38555556 0.98916667 0.75944444 0.99277778
 0.3225     0.32638889 0.54472222 0.15       0.14916667 0.28111111
 0.36361111 0.46611111 0.80916667 0.46611111 0.0525     0.04666667
 0.10305556 0.13277778 1.34972222 0.92472222 1.21222222 0.4575
 0.05805556 0.21972222 0.14111111 0.24416667 0.06666667 0.15944444
 0.17111111 0.26027778 0.04388889 0.21027778 0.11611111 0.03472222]",[5 0 5 0 5 3 8 3 8 3 8 3 8 0 5 3 8 3 8 3 8 0 5 3 8 3 8 3 8 3 8 3 8 3 8 3],10
38,"[0.         0.63666667 0.67388889 0.70888889 0.71916667 1.13888889
 1.17333333 1.43388889 1.50194444 1.68055556 1.73055556 1.98083333
 2.49527778 2.67166667 3.01138889 3.06138889 3.93666667 4.03361111
 4.09416667 4.30361111 4.68833333 4.85111111 5.08083333 5.33027778
 5.37305556 5.51694444 5.55583333 5.70972222 6.00638889 6.32194444
 6.61472222 6.8475     6.89       7.05333333 7.41361111 7.64472222
 7.73777778 7.95777778]",995,"[0.         0.63666667 0.03722222 0.035      0.01027778 0.41972222
 0.03444444 0.26055556 0.06805556 0.17861111 0.05       0.25027778
 0.51444444 0.17638889 0.33972222 0.05       0.87527778 0.09694444
 0.06055556 0.20944444 0.38472222 0.16277778 0.22972222 0.24944444
 0.04277778 0.14388889 0.03888889 0.15388889 0.29666667 0.31555556
 0.29277778 0.23277778 0.0425     0.16333333 0.36027778 0.23111111
 0.09305556 0.22      ]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
38,"[0.         0.38888889 0.48944444 0.89055556 0.955      1.33194444
 1.43027778 1.67416667 1.85416667 1.89944444 1.97583333 2.12111111
 2.20944444 2.45472222 2.47972222 2.71388889 2.745      2.94222222
 3.02916667 3.15166667 3.16861111 3.26666667 3.29166667 3.34277778
 3.38972222 3.60194444 3.62444444 4.06583333 4.08472222 4.35527778
 4.80194444 5.05138889 5.32555556 5.5875     5.7975     5.99888889
 6.29805556 6.39694444]",996,"[0.         0.38888889 0.10055556 0.40111111 0.06444444 0.37694444
 0.09833333 0.24388889 0.18       0.04527778 0.07638889 0.14527778
 0.08833333 0.24527778 0.025      0.23416667 0.03111111 0.19722222
 0.08694444 0.1225     0.01694444 0.09805556 0.025      0.05111111
 0.04694444 0.21222222 0.0225     0.44138889 0.01888889 0.27055556
 0.44666667 0.24944444 0.27416667 0.26194444 0.21       0.20138889
 0.29916667 0.09888889]","[8 0 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 1 5 1 8 3 8 3 8
 3]",10
36,"[0.         0.03722222 0.15027778 0.36611111 0.39972222 0.53722222
 0.77472222 1.00388889 1.16277778 1.34111111 1.65694444 1.72027778
 1.77694444 1.88583333 1.95194444 2.25472222 2.39194444 2.52083333
 2.54       2.88888889 3.01111111 3.20083333 3.22722222 3.83833333
 3.90055556 4.03055556 4.69777778 5.16722222 7.21194444 8.06138889
 8.78388889 8.87444444 8.89277778 9.00388889 9.02361111 9.10611111]",997,"[0.         0.03722222 0.11305556 0.21583333 0.03361111 0.1375
 0.2375     0.22916667 0.15888889 0.17833333 0.31583333 0.06333333
 0.05666667 0.10888889 0.06611111 0.30277778 0.13722222 0.12888889
 0.01916667 0.34888889 0.12222222 0.18972222 0.02638889 0.61111111
 0.06222222 0.13       0.66722222 0.46944444 2.04472222 0.84944444
 0.7225     0.09055556 0.01833333 0.11111111 0.01972222 0.0825    ]",[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 8 0 8 3 8 3 8 3],10
36,"[0.         0.88027778 1.54583333 1.65666667 1.70611111 1.83555556
 1.91222222 1.99333333 2.00722222 2.34944444 2.37638889 2.67222222
 2.69694444 2.86777778 2.96111111 3.16444444 3.23333333 3.69277778
 3.70861111 3.91972222 3.95222222 4.14305556 4.16472222 4.65694444
 4.87833333 4.98861111 5.29333333 5.55694444 5.60972222 5.69138889
 5.75916667 5.87555556 5.89055556 6.16888889 6.33       6.91888889]",998,"[0.         0.88027778 0.66555556 0.11083333 0.04944444 0.12944444
 0.07666667 0.08111111 0.01388889 0.34222222 0.02694444 0.29583333
 0.02472222 0.17083333 0.09333333 0.20333333 0.06888889 0.45944444
 0.01583333 0.21111111 0.0325     0.19083333 0.02166667 0.49222222
 0.22138889 0.11027778 0.30472222 0.26361111 0.05277778 0.08166667
 0.06777778 0.11638889 0.015      0.27833333 0.16111111 0.58888889]",[5 4 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 6 1 8 3 8 3 8 3 8 3 8 1],10
36,"[0.         0.11583333 0.2575     0.52027778 0.54138889 0.98222222
 1.0125     1.32361111 1.37       1.60333333 1.615      1.8925
 1.92972222 2.03861111 2.09277778 2.19944444 2.22472222 2.48777778
 2.52       3.02861111 3.33666667 3.56916667 3.65083333 3.86138889
 3.90416667 4.01583333 4.18388889 4.28583333 4.32333333 4.43638889
 4.5525     4.99694444 5.32388889 5.44944444 6.43027778 6.56138889]",999,"[0.         0.11583333 0.14166667 0.26277778 0.02111111 0.44083333
 0.03027778 0.31111111 0.04638889 0.23333333 0.01166667 0.2775
 0.03722222 0.10888889 0.05416667 0.10666667 0.02527778 0.26305556
 0.03222222 0.50861111 0.30805556 0.2325     0.08166667 0.21055556
 0.04277778 0.11166667 0.16805556 0.10194444 0.0375     0.11305556
 0.11611111 0.44444444 0.32694444 0.12555556 0.98083333 0.13111111]",[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1 8 3 8 3],10
36,"[0.         0.17222222 0.19833333 0.38       0.4325     0.54194444
 0.56222222 0.62972222 0.76055556 0.82       0.83833333 1.0075
 1.17944444 1.24055556 1.30722222 1.44166667 1.61888889 2.03527778
 2.06277778 2.14694444 2.18333333 2.25583333 2.36805556 2.52416667
 2.76722222 2.87166667 3.06972222 3.17944444 3.24416667 3.49916667
 3.62305556 3.77833333 3.84944444 4.12833333 4.65444444 4.75777778]",1000,"[0.         0.17222222 0.02611111 0.18166667 0.0525     0.10944444
 0.02027778 0.0675     0.13083333 0.05944444 0.01833333 0.16916667
 0.17194444 0.06111111 0.06666667 0.13444444 0.17722222 0.41638889
 0.0275     0.08416667 0.03638889 0.0725     0.11222222 0.15611111
 0.24305556 0.10444444 0.19805556 0.10972222 0.06472222 0.255
 0.12388889 0.15527778 0.07111111 0.27888889 0.52611111 0.10333333]",[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
36,"[0.         0.51888889 1.39083333 2.13638889 2.23361111 2.54166667
 2.62277778 2.86277778 3.125      3.20722222 3.52555556 3.74388889
 3.76055556 3.89638889 4.20027778 4.53194444 4.55388889 4.95388889
 5.305      5.53194444 5.56638889 5.78305556 5.83777778 5.93972222
 6.11805556 6.46583333 6.495      6.55555556 7.04055556 7.21666667
 7.25277778 7.56972222 7.62083333 7.81305556 7.89555556 8.53444444]",1001,"[0.         0.51888889 0.87194444 0.74555556 0.09722222 0.30805556
 0.08111111 0.24       0.26222222 0.08222222 0.31833333 0.21833333
 0.01666667 0.13583333 0.30388889 0.33166667 0.02194444 0.4
 0.35111111 0.22694444 0.03444444 0.21666667 0.05472222 0.10194444
 0.17833333 0.34777778 0.02916667 0.06055556 0.485      0.17611111
 0.03611111 0.31694444 0.05111111 0.19222222 0.0825     0.63888889]",[8 0 5 3 8 3 8 3 8 3 8 3 8 1 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 1],10
38,"[0.         0.69722222 0.82277778 0.93972222 0.99277778 1.17972222
 1.19388889 1.43583333 1.45277778 1.63694444 1.65583333 2.095
 2.62111111 3.03888889 3.27111111 3.60333333 3.63555556 3.83722222
 3.88472222 4.14111111 4.18027778 4.40416667 4.5925     4.69722222
 5.1175     5.3325     5.35277778 5.42194444 5.45388889 5.6525
 5.83638889 6.09694444 6.12666667 6.2075     6.25777778 6.62944444
 7.24527778 8.84972222]",1002,"[0.         0.69722222 0.12555556 0.11694444 0.05305556 0.18694444
 0.01416667 0.24194444 0.01694444 0.18416667 0.01888889 0.43916667
 0.52611111 0.41777778 0.23222222 0.33222222 0.03222222 0.20166667
 0.0475     0.25638889 0.03916667 0.22388889 0.18833333 0.10472222
 0.42027778 0.215      0.02027778 0.06916667 0.03194444 0.19861111
 0.18388889 0.26055556 0.02972222 0.08083333 0.05027778 0.37166667
 0.61583333 1.60444444]","[5 3 8 3 8 3 8 3 8 3 8 3 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 5
 1]",10
38,"[0.         0.13416667 0.175      0.47472222 0.61638889 0.75611111
 0.91722222 1.01527778 1.38       1.48388889 1.64138889 1.70166667
 2.45416667 2.49861111 2.76166667 2.92777778 3.13805556 3.41722222
 3.49777778 3.76305556 3.82416667 3.91222222 4.08194444 4.15333333
 4.1925     4.48944444 5.12722222 5.57027778 5.75305556 6.37333333
 6.55027778 6.70611111 6.79166667 7.02361111 7.08083333 7.39166667
 7.44833333 7.63444444]",1003,"[0.         0.13416667 0.04083333 0.29972222 0.14166667 0.13972222
 0.16111111 0.09805556 0.36472222 0.10388889 0.1575     0.06027778
 0.7525     0.04444444 0.26305556 0.16611111 0.21027778 0.27916667
 0.08055556 0.26527778 0.06111111 0.08805556 0.16972222 0.07138889
 0.03916667 0.29694444 0.63777778 0.44305556 0.18277778 0.62027778
 0.17694444 0.15583333 0.08555556 0.23194444 0.05722222 0.31083333
 0.05666667 0.18611111]","[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 3 8 3 8 3 8 3 8
 3]",10
38,"[0.         0.01611111 0.72666667 1.18083333 1.29777778 1.54361111
 1.59333333 1.75166667 1.79027778 2.12805556 2.33138889 2.40027778
 2.41722222 2.53444444 2.56027778 2.8        3.16972222 3.24416667
 3.35416667 3.52055556 3.60333333 3.73611111 3.785      4.27111111
 4.89222222 4.98305556 5.02138889 5.17166667 5.25666667 5.32777778
 5.41027778 5.77777778 6.0775     6.20388889 7.06444444 7.21166667
 7.37       7.41666667]",1004,"[0.         0.01611111 0.71055556 0.45416667 0.11694444 0.24583333
 0.04972222 0.15833333 0.03861111 0.33777778 0.20333333 0.06888889
 0.01694444 0.11722222 0.02583333 0.23972222 0.36972222 0.07444444
 0.11       0.16638889 0.08277778 0.13277778 0.04888889 0.48611111
 0.62111111 0.09083333 0.03833333 0.15027778 0.085      0.07111111
 0.0825     0.3675     0.29972222 0.12638889 0.86055556 0.14722222
 0.15833333 0.04666667]","[5 0 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 8 3 8 3 8 3 8 1 8 3 8 3 8
 3]",10
38,"[ 0.          0.10944444  0.18805556  0.33777778  0.49194444  0.60277778
  0.78805556  1.40138889  3.37916667  3.75611111  3.94472222  4.14861111
  4.33027778  4.50111111  4.53666667  4.71861111  4.73333333  5.02472222
  5.18138889  5.30416667  5.58666667  5.80166667  6.02361111  6.52166667
  7.51472222  8.06055556  8.39888889  8.66055556  8.73888889  8.94861111
  9.01472222  9.24083333  9.33611111  9.78138889  9.82694444 10.25333333
 10.75944444 10.92527778]",1005,"[0.         0.10944444 0.07861111 0.14972222 0.15416667 0.11083333
 0.18527778 0.61333333 1.97777778 0.37694444 0.18861111 0.20388889
 0.18166667 0.17083333 0.03555556 0.18194444 0.01472222 0.29138889
 0.15666667 0.12277778 0.2825     0.215      0.22194444 0.49805556
 0.99305556 0.54583333 0.33833333 0.26166667 0.07833333 0.20972222
 0.06611111 0.22611111 0.09527778 0.44527778 0.04555556 0.42638889
 0.50611111 0.16583333]","[8 3 8 3 8 3 8 0 5 3 8 3 8 3 8 3 8 3 8 3 8 3 8 0 5 3 8 3 8 3 8 3 8 3 8 3 8
 3]",10
36,"[0.         0.25638889 0.35722222 0.47527778 0.49916667 0.64388889
 0.73333333 0.87805556 0.92361111 1.27472222 1.56555556 1.90722222
 1.92361111 2.15333333 2.19722222 2.30611111 2.41972222 2.72611111
 2.74138889 2.88333333 2.99083333 3.19388889 3.3        3.50361111
 3.55194444 4.4425     5.81777778 5.90305556 5.91472222 6.03611111
 6.12083333 6.22027778 6.30416667 6.55       6.58416667 6.72277778]",1006,"[0.         0.25638889 0.10083333 0.11805556 0.02388889 0.14472222
 0.08944444 0.14472222 0.04555556 0.35111111 0.29083333 0.34166667
 0.01638889 0.22972222 0.04388889 0.10888889 0.11361111 0.30638889
 0.01527778 0.14194444 0.1075     0.20305556 0.10611111 0.20361111
 0.04833333 0.89055556 1.37527778 0.08527778 0.01166667 0.12138889
 0.08472222 0.09944444 0.08388889 0.24583333 0.03416667 0.13861111]",[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
36,"[ 0.          0.0925      0.17972222  0.32833333  0.48305556  0.62055556
  2.07194444  2.3925      2.44333333  2.73222222  2.81166667  3.19916667
  3.24277778  4.1         4.31194444  4.48222222  4.545       4.6925
  4.76666667  4.96916667  4.98944444  5.01527778  5.24027778  5.30722222
  5.695       5.78027778  5.81333333  5.93        6.23361111  6.61166667
  7.36166667  7.64638889  8.015       8.05083333 10.53277778 10.6375    ]",1007,"[0.         0.0925     0.08722222 0.14861111 0.15472222 0.1375
 1.45138889 0.32055556 0.05083333 0.28888889 0.07944444 0.3875
 0.04361111 0.85722222 0.21194444 0.17027778 0.06277778 0.1475
 0.07416667 0.2025     0.02027778 0.02583333 0.225      0.06694444
 0.38777778 0.08527778 0.03305556 0.11666667 0.30361111 0.37805556
 0.75       0.28472222 0.36861111 0.03583333 2.48194444 0.10472222]",[8 3 8 3 8 3 8 1 6 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
36,"[0.         0.08111111 0.14027778 0.24916667 0.38388889 0.69694444
 0.81333333 0.98166667 1.01111111 1.25833333 1.34638889 1.61583333
 1.71611111 1.97388889 2.15305556 2.21666667 2.28305556 2.37
 2.59333333 2.71444444 2.77361111 3.235      4.17361111 4.50777778
 4.52388889 4.70444444 4.73972222 4.99472222 5.65472222 5.84777778
 6.26222222 6.44833333 6.68222222 7.09194444 7.16305556 7.71527778]",1008,"[0.         0.08111111 0.05916667 0.10888889 0.13472222 0.31305556
 0.11638889 0.16833333 0.02944444 0.24722222 0.08805556 0.26944444
 0.10027778 0.25777778 0.17916667 0.06361111 0.06638889 0.08694444
 0.22333333 0.12111111 0.05916667 0.46138889 0.93861111 0.33416667
 0.01611111 0.18055556 0.03527778 0.255      0.66       0.19305556
 0.41444444 0.18611111 0.23388889 0.40972222 0.07111111 0.55222222]",[8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3 8 3],10
